Key,Summary,Status,Project,Current Size,Planned Size,Num of CPCRs/SWCRs,Fix Version/s,CSL Programs,Priority Score,Feature Type,Level
CSLWCS-43195,SUMMARY REDACTED,Open,CSL_WCS,18,4,,"CSL_R8, CSL_R8_InCapacity",Norway,2976,Product,1
CSLWCS-43504,SUMMARY REDACTED,Open,CSL_WCS,18,18,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,2976,Team,2
CSLCND-55271,SUMMARY REDACTED,Open,CSL_CND,15,15,,"CSL_R8, CSL_R8_InCapacity",Norway,,Team,1
CSLPFMS-21,SUMMARY REDACTED,Open,CSLP_LegacyFMS,177.5,0,,CSL_R8,AWD,2971,,0
ORTS-36871,SUMMARY REDACTED,Open,CSL_ORTS,25,22,,"CSL_R8, CSL_R8_InCapacity",AWD,2971,Product,1
ORTS-38376,SUMMARY REDACTED,Open,CSL_ORTS,25,25,,"CSL_R8, CSL_R8_InCapacity",AWD,2971,Team,2
CSLSPY-94739,SUMMARY REDACTED,Open,CSL_SPY,58,58,,"CSL_R8, CSL_R8_InCapacity",AWD,2971,Product,1
CSLSPY-96962,SUMMARY REDACTED,Open,CSL_SPY,58,58,,"CSL_R8, CSL_R8_InCapacity",AWD,2971,Team,2
CSLCND-53827,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_InCapacity",AWD,2971,Product,1
CSLADS-55669,SUMMARY REDACTED,Open,CSL_ADS,10,10,,"CSL_R8, CSL_R8_InCapacity",AWD,2971,Product,1
CSLADS-56376,SUMMARY REDACTED,Open,CSL_ADS,10,10,,"CSL_R8, CSL_R8_InCapacity",AWD,2971,Team,2
CSLACI-40348,SUMMARY REDACTED,Open,CSL_ACI,5,5,,"CSL_R8, CSL_R8_OutOfCapacity",AWD,2971,Product,1
CSLWCS-42778,SUMMARY REDACTED,Open,CSL_WCS,59.5,10,,"CSL_R8, CSL_R8_InCapacity",AWD,2971,Product,1
CSLWCS-43510,SUMMARY REDACTED,Open,CSL_WCS,59.5,59.5,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,2447,Team,2
CSLCND-55258,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_InCapacity",AWD,,Team,1
CSLPFMS-16,SUMMARY REDACTED,Open,CSLP_LegacyFMS,84,90,,CSL_R8,KDXIII,2966,,0
CSLCND-54435,SUMMARY REDACTED,Open,CSL_CND,6,6,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2996,Product,1
CSLCND-55373,SUMMARY REDACTED,Open,CSL_CND,6,6,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2996,Team,2
CSLCND-55373,SUMMARY REDACTED,Open,CSL_CND,6,6,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2996,Team,1
AFMSCSLWCS-3249,SUMMARY REDACTED,Open,AFMS_CSL_WCS,11,11,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2966,,1
AFMSCSLADS-7743,SUMMARY REDACTED,Open,AFMS_CSL_ADS,0,0,6,CSL_R8,KDXIII,2966,,1
ORTS-37447,SUMMARY REDACTED,Open,CSL_ORTS,4,2,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2966,Product,1
ORTS-37448,SUMMARY REDACTED,Open,CSL_ORTS,4,3,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2966,Team,2
AFMSCSLCND-3934,SUMMARY REDACTED,Open,AFMS_CSL_CND,0,0,4,"CSL_R8, CSL_R8_InCapacity",KDXIII,2966,,1
AFMSCSLSPY-5829,SUMMARY REDACTED,Open,AFMS_CSL_SPY,0,0,3,"CSL_R8, CSL_R8_InCapacity",KDXIII,2966,,1
CSLSPY-94780,SUMMARY REDACTED,Open,CSL_SPY,9,9,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2966,Product,1
CSLSPY-96952,SUMMARY REDACTED,Open,CSL_SPY,9,9,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2966,Team,2
CSLACI-40403,SUMMARY REDACTED,Closed,CSL_ACI,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",KDXIII,2966,Product,1
CSLWCS-42766,SUMMARY REDACTED,Open,CSL_WCS,42,6,,"CSL_R8, CSL_R8_InCapacity",KDXIII,2966,Product,1
CSLWCS-43509,SUMMARY REDACTED,Open,CSL_WCS,42,42,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,422,Team,2
CSLCND-55284,SUMMARY REDACTED,Open,CSL_CND,6,6,,"CSL_R8, CSL_R8_InCapacity",KDXIII,,Team,1
CSLPACB20-43584,SUMMARY REDACTED,Open,CSLP_CSEACLIN4,180,200,,CSL_R8,TI Next,2961,,0
CSLACI-39850,SUMMARY REDACTED,Open,CSL_ACI,180,200,,"CSL_R8, CSL_R8_InCapacity",TI Next,2961,Product,1
CSLACI-41157,SUMMARY REDACTED,Open,CSL_ACI,60,60,,"CSL_R8, CSL_R8_InCapacity",TI Next,2961,Team,2
CSLACI-41158,SUMMARY REDACTED,Open,CSL_ACI,60,60,,"CSL_R8, CSL_R8_InCapacity",TI Next,2961,Team,2
CSLACI-41159,SUMMARY REDACTED,Open,CSL_ACI,60,60,,"CSL_R8, CSL_R8_InCapacity",TI Next,2961,Team,2
CSLPCYBER-29,SUMMARY REDACTED,Open,CSLP_CYBER,66.25,0,,CSL_R8,Cyber Backfit,2956,,0
ORTS-35607,SUMMARY REDACTED,Open,CSL_ORTS,6.25,4,,"CSL_R8, CSL_R8_InCapacity",Cyber Backfit,2956,Product,1
ORTS-38859,SUMMARY REDACTED,Open,CSL_ORTS,6.25,6.25,,"Build 27, CSL_R8, CSL_R8_InCapacity",Cyber Backfit,2956,Team,2
CSLACI-40120,SUMMARY REDACTED,Open,CSL_ACI,60,60,,"CSL_R8, CSL_R8_OutOfCapacity",Cyber Backfit,2956,Product,1
CSLACI-41077,SUMMARY REDACTED,Open,CSL_ACI,0,0,,"CSL_R8, CSL_R8_OutOfCapacity",Cyber Backfit,2956,Team,2
CSLACI-41085,SUMMARY REDACTED,Open,CSL_ACI,60,60,,"CSL_R8, CSL_R8_InCapacity",Cyber Backfit,2956,Team,2
CSLP9ON8-555,SUMMARY REDACTED,Open,CSLP_9on8,151,0,,CSL_R8,Baseline 6.3,2951,,0
AFMSCSLCND-3943,SUMMARY REDACTED,Open,AFMS_CSL_CND,125,125,,"CSL_R8, CSL_R8_InCapacity",Baseline 6.3,2951,,1
AFMSCSLADS-7837,SUMMARY REDACTED,Open,AFMS_CSL_ADS,23,23,,"CSL_R8, CSL_R8_InCapacity",7.2 IFF,2951,,1
CSLADS-55671,SUMMARY REDACTED,Open,CSL_ADS,3,3,,"CSL_R8, CSL_R8_InCapacity",Baseline 6.3,2951,Product,1
CSLADS-56374,SUMMARY REDACTED,Open,CSL_ADS,3,3,,"CSL_R8, CSL_R8_InCapacity",Baseline 6.3,2951,Team,2
CSLPBMDS-1427,SUMMARY REDACTED,Open,CSLP_BMDS,60,0,,CSL_R8,BMDS,2947,,0
CSLOASIS-14860,SUMMARY REDACTED,Open,CSL_OASIS,40,175,,"CSL_R8, CSL_R8_InCapacity",BMDS,2947,Product,1
CSLOASIS-15567,SUMMARY REDACTED,Open,CSL_OASIS,5,5,,"CSL_R8, CSL_R8_InCapacity",BMDS,2947,Team,2
CSLOASIS-15657,SUMMARY REDACTED,Open,CSL_OASIS,15,15,,"CSL_R8, CSL_R8_InCapacity",BMDS,2947,Team,2
CSLOASIS-15927,SUMMARY REDACTED,Open,CSL_OASIS,20,20,,"CSL_R8, CSL_R8_InCapacity",BMDS,2947,Team,2
CSLOASIS-15927,SUMMARY REDACTED,Open,CSL_OASIS,20,20,,"CSL_R8, CSL_R8_InCapacity",BMDS,2947,Team,1
CSLPFWS-117,SUMMARY REDACTED,Open,CSLP_FWS,110,135,,CSL_R8,FWS,2942,,0
AFMSCSLWCS-3292,SUMMARY REDACTED,Open,AFMS_CSL_WCS,38,38,,"CSL_R8, CSL_R8_InCapacity",FWS,2942,,1
CSLMODSIM-22222,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,12,12,,"CSL_R8, CSL_R8_InCapacity",FWS,2942,Product,1
CSLMODSIM-23240,SUMMARY REDACTED,Open,CSL_ModSimAnalysis,12,12,,"CSL_R8, CSL_R8_InCapacity",FWS,2942,Team,2
CSLMP-45578,SUMMARY REDACTED,Open,CSL_MP,10,35,,"CSL_R8, CSL_R8_InCapacity",FWS,2942,Product,1
CSLMP-46833,SUMMARY REDACTED,Open,CSL_MP,10,10,,"CSL_R8, CSL_R8_InCapacity",FWS,,Team,2
CSLWCS-42161,SUMMARY REDACTED,Open,CSL_WCS,50,105,,"CSL_R8, CSL_R8_InCapacity",FWS,2942,Product,1
CSLWCS-43747,SUMMARY REDACTED,Open,CSL_WCS,15,15,,"CSL_R8, CSL_R8_InCapacity",FWS,2942,Team,2
CSLWCS-44018,SUMMARY REDACTED,Open,CSL_WCS,35,35,,"CSL_R8, CSL_R8_InCapacity",FWS,2942,Team,2
CSLPLCS-91,SUMMARY REDACTED,Open,CSLP_LCS,183,170,,CSL_R8,LCS MMSC,2937,,0
CSLWCS-42864,SUMMARY REDACTED,Open,CSL_WCS,61,16,,"CSL_R8, CSL_R8_InCapacity",LCS MMSC,2937,Product,1
CSLWCS-43873,SUMMARY REDACTED,Open,CSL_WCS,61,61,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,1214,Team,2
CSLWCS-42861,SUMMARY REDACTED,Open,CSL_WCS,61,40,,"CSL_R8, CSL_R8_InCapacity",LCS MMSC,2937,Product,1
CSLWCS-43873,SUMMARY REDACTED,Open,CSL_WCS,61,61,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,1214,Team,2
CSLWCS-42863,SUMMARY REDACTED,Open,CSL_WCS,61,20,,"CSL_R8, CSL_R8_InCapacity",LCS MMSC,2937,Product,1
CSLWCS-43873,SUMMARY REDACTED,Open,CSL_WCS,61,61,,"CSL_R8, CSL_R8_InCapacity",Multiple CSL Programs,1214,Team,2
CSLPLCSFRG-32,SUMMARY REDACTED,Open,CSLP_LCS_FRIGATE,60,80,,CSL_R8,LCS Frigate,2932,,0
CSLCND-53714,SUMMARY REDACTED,Open,CSL_CND,60,80,,"CSL_R8, CSL_R8_InCapacity",LCS Frigate,2932,Product,1
CSLCND-55016,SUMMARY REDACTED,Open,CSL_CND,10,10,,"CSL_R8, CSL_R8_InCapacity",LCS Frigate,2932,Team,2
CSLCND-54797,SUMMARY REDACTED,Open,CSL_CND,50,50,,"CSL_R8, CSL_R8_InCapacity",LCS Frigate,2932,Team,2
CSLPLCS-100,SUMMARY REDACTED,Open,CSLP_LCS,146,370,,CSL_R8,LCS,2927,,0
AFMSCSLCND-3920,SUMMARY REDACTED,Open,AFMS_CSL_CND,0,0,15,"CSL_R8, CSL_R8_InCapacity",LCS,2927,,1
CSLCND-53723,SUMMARY REDACTED,Open,CSL_CND,80,90,,"CSL_R8, CSL_R8_InCapacity",LCS,2927,Product,1
CSLCND-54787,SUMMARY REDACTED,Open,CSL_CND,80,80,,"CSL_R8, CSL_R8_InCapacity",LCS,2927,Team,2
CSLADS-55626,SUMMARY REDACTED,Open,CSL_ADS,17,70,,"CSL_R8, CSL_R8_InCapacity",LCS,2927,Product,1
CSLADS-56051,SUMMARY REDACTED,Open,CSL_ADS,17,17,,"CSL_R8, CSL_R8_InCapacity",LCS,2927,Team,2
CSLADS-55627,SUMMARY REDACTED,Open,CSL_ADS,4,20,,"CSL_R8, CSL_R8_InCapacity",LCS,2927,Product,1
CSLADS-56135,SUMMARY REDACTED,Open,CSL_ADS,4,4,,"CSL_R8, CSL_R8_InCapacity",LCS,2927,Team,2
CSLACI-40013,SUMMARY REDACTED,Open,CSL_ACI,45,45,,"CSL_R8, CSL_R8_InCapacity",LCS,2927,Product,1
AFMSCSLADS-7781,SUMMARY REDACTED,Open,AFMS_CSL_ADS,0,0,15,"CSL_R8, CSL_R8_InCapacity",LCS,2927,,1
CSLADS-55628,SUMMARY REDACTED,Closed,CSL_ADS,0,15,,CSL_R7,LCS,,Team,1
CSLPKDX-219,SUMMARY REDACTED,Open,CSLP_KDX,1409,645,,CSL_R8,MMSP-R,2922,,0
ORTS-36848,SUMMARY REDACTED,Open,CSL_ORTS,8,6,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Product,1
ORTS-38379,SUMMARY REDACTED,Open,CSL_ORTS,8,8,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
ORTS-36996,SUMMARY REDACTED,Open,CSL_ORTS,5,5.5,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Product,1
ORTS-38468,SUMMARY REDACTED,Open,CSL_ORTS,5,5,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLACI-39792,SUMMARY REDACTED,Open,CSL_ACI,28,55,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Product,1
CSLACI-41204,SUMMARY REDACTED,Open,CSL_ACI,28,28,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
AFMSCSLSPY-5814,SUMMARY REDACTED,Open,AFMS_CSL_SPY,20,20,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5813,SUMMARY REDACTED,Open,AFMS_CSL_SPY,12,12,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5812,SUMMARY REDACTED,Open,AFMS_CSL_SPY,16,16,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5811,SUMMARY REDACTED,Open,AFMS_CSL_SPY,8,8,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5810,SUMMARY REDACTED,Open,AFMS_CSL_SPY,2,2,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5809,SUMMARY REDACTED,Open,AFMS_CSL_SPY,9,9,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5808,SUMMARY REDACTED,Open,AFMS_CSL_SPY,4,4,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5807,SUMMARY REDACTED,Open,AFMS_CSL_SPY,10,10,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5806,SUMMARY REDACTED,Open,AFMS_CSL_SPY,4,4,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5805,SUMMARY REDACTED,Open,AFMS_CSL_SPY,16,16,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5804,SUMMARY REDACTED,Open,AFMS_CSL_SPY,3,3,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5803,SUMMARY REDACTED,Open,AFMS_CSL_SPY,2,2,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5802,SUMMARY REDACTED,Open,AFMS_CSL_SPY,1,1,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5801,SUMMARY REDACTED,Open,AFMS_CSL_SPY,15,15,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5800,SUMMARY REDACTED,Open,AFMS_CSL_SPY,4,4,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5799,SUMMARY REDACTED,Open,AFMS_CSL_SPY,10,10,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5798,SUMMARY REDACTED,Open,AFMS_CSL_SPY,15,15,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5797,SUMMARY REDACTED,Open,AFMS_CSL_SPY,5,5,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5796,SUMMARY REDACTED,Open,AFMS_CSL_SPY,62,62,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
AFMSCSLSPY-5795,SUMMARY REDACTED,Open,AFMS_CSL_SPY,16,16,0,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,,1
CSLADS-55705,SUMMARY REDACTED,Open,CSL_ADS,3,2,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Product,1
CSLADS-56136,SUMMARY REDACTED,Open,CSL_ADS,1,1,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLADS-56295,SUMMARY REDACTED,Open,CSL_ADS,2,2,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-94666,SUMMARY REDACTED,Open,CSL_SPY,1109,279,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Product,1
CSLSPY-96393,SUMMARY REDACTED,Open,CSL_SPY,15,15,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96385,SUMMARY REDACTED,Open,CSL_SPY,25,25,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96384,SUMMARY REDACTED,Open,CSL_SPY,30,30,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96382,SUMMARY REDACTED,Open,CSL_SPY,50,50,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96391,SUMMARY REDACTED,Open,CSL_SPY,20,20,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96394,SUMMARY REDACTED,Open,CSL_SPY,20,20,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96383,SUMMARY REDACTED,Open,CSL_SPY,15,15,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96386,SUMMARY REDACTED,Open,CSL_SPY,40,40,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96395,SUMMARY REDACTED,Open,CSL_SPY,20,20,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96392,SUMMARY REDACTED,Open,CSL_SPY,20,20,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96388,SUMMARY REDACTED,Open,CSL_SPY,15,15,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96390,SUMMARY REDACTED,Open,CSL_SPY,40,40,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96396,SUMMARY REDACTED,Open,CSL_SPY,15,15,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96389,SUMMARY REDACTED,Open,CSL_SPY,65,65,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96434,SUMMARY REDACTED,Open,CSL_SPY,25,25,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96228,SUMMARY REDACTED,Open,CSL_SPY,10,10,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96229,SUMMARY REDACTED,Open,CSL_SPY,10,10,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
CSLSPY-96231,SUMMARY REDACTED,Open,CSL_SPY,58,58,,"CSL_R8, CSL_R8_InCapacity",MMSP-R,2922,Team,2
